sid,habitat,lifeform
5550,A,Aquatic
5551,A,Aquatic
5552,A,Hemicryptophyte
5552,W,Hemicryptophyte
5552,G,Hemicryptophyte
5554,A,Hemicryptophyte
5554,G,Hemicryptophyte
5555,A,Hemicryptophyte
5557,G,Hemicryptophyte
5557,W,Hemicryptophyte
5558,H,Geophyte (Cryptophyte)
5559,A,Hemicryptophyte
5559,W,Hemicryptophyte
5560,A,Therophyte
5561,G,Hemicryptophyte
5561,P,Hemicryptophyte
5561,W,Hemicryptophyte
5562,A,Therophyte
5563,A,Geophyte (Cryptophyte)
5563,H,Geophyte (Cryptophyte)
5564,A,Therophyte
5565,A,Geophyte (Cryptophyte)
5566,A,Therophyte
5567,G,Hemicryptophyte
5567,P,Hemicryptophyte
5568,C,Hemicryptophyte
5568,H,Hemicryptophyte
5569,C,Hemicryptophyte
5573,A,Hemicryptophyte
5573,W,Hemicryptophyte
5574,C,Hemicryptophyte
5575,R,Therophyte
5576,R,Therophyte
5577,R,Therophyte
5578,R,Therophyte
5579,R,Therophyte
5580,P,Therophyte
5581,C,Hemicryptophyte
5581,R,Hemicryptophyte
5582,M,Therophyte
5584,R,Hemicryptophyte
5586,R,Hemicryptophyte
5589,G,Hemicryptophyte
5589,R,Hemicryptophyte
5590,R,Phanerophyte
5591,R,Phanerophyte
5592,R,Therophyte
5593,R,Therophyte
5594,W,Phanerophyte
5595,C,Phanerophyte
5595,H,Phanerophyte
5596,C,Phanerophyte
5596,H,Phanerophyte
5597,W,Phanerophyte
5598,C,Phanerophyte
5598,P,Phanerophyte
5598,W,Phanerophyte
5599,C,Phanerophyte
5599,W,Phanerophyte
5600,P,Phanerophyte
5600,W,Phanerophyte
5601,W,Phanerophyte
5602,C,Phanerophyte
5603,C,Phanerophyte
5604,C,Phanerophyte
5604,H,Phanerophyte
5604,W,Phanerophyte
5605,C,Phanerophyte
5605,H,Phanerophyte
5606,W,Phanerophyte
5607,H,Phanerophyte
5608,C,Phanerophyte
5608,H,Phanerophyte
5609,G,Hemicryptophyte
5609,W,Hemicryptophyte
5611,H,Therophyte
5612,A,Therophyte
5613,A,Therophyte
5614,G,Therophyte
5614,H,Therophyte
5615,H,Therophyte
5616,A,Therophyte
5616,G,Therophyte
5616,H,Therophyte
5617,A,Therophyte
5618,G,Therophyte
5619,M,Therophyte
5620,W,Phanerophyte
5621,W,Phanerophyte
5622,A,Hemicryptophyte
5623,A,Hemicryptophyte
5624,W,Phanerophyte
5625,W,Phanerophyte
5627,H,Phanerophyte
5627,W,Phanerophyte
5628,H,Phanerophyte
5628,W,Phanerophyte
5629,H,Phanerophyte
5629,W,Phanerophyte
5630,W,Phanerophyte
5631,R,Phanerophyte
5632,P,Therophyte
5633,P,Therophyte
5634,P,Hemicryptophyte
5635,R,Therophyte
5636,H,Hemicryptophyte
5637,R,Phanerophyte
5637,W,Phanerophyte
5638,R,Therophyte
5639,R,Therophyte
5641,P,Geophyte (Cryptophyte)
5642,P,Geophyte (Cryptophyte)
5643,P,Geophyte (Cryptophyte)
5644,P,Geophyte (Cryptophyte)
5645,A,Geophyte (Cryptophyte)
5645,P,Geophyte (Cryptophyte)
5646,P,Geophyte (Cryptophyte)
5647,A,Hemicryptophyte
5648,R,Hemicryptophyte
5649,C,Hemicryptophyte
5650,A,Hemicryptophyte
5651,A,Therophyte
5652,G,Hemicryptophyte
5653,A,Hemicryptophyte
5654,A,Hemicryptophyte
5655,G,Phanerophyte
5656,W,Phanerophyte
5657,G,Phanerophyte
5657,W,Phanerophyte
5658,G,Phanerophyte
5658,W,Phanerophyte
5659,G,Phanerophyte
5659,H,Phanerophyte
5661,H,Phanerophyte
5662,H,Chamaephyte
5662,W,Chamaephyte
5663,G,Phanerophyte
5664,G,Phanerophyte
5664,H,Phanerophyte
5665,C,Phanerophyte
5665,W,Phanerophyte
5666,W,Chamaephyte
5667,G,Phanerophyte
5667,H,Phanerophyte
5668,W,Phanerophyte
5669,G,Phanerophyte
5670,W,Phanerophyte
5671,G,Chamaephyte
5671,W,Chamaephyte
5672,G,Phanerophyte
5673,G,Phanerophyte
5673,W,Phanerophyte
5674,C,Phanerophyte
5674,R,Phanerophyte
5675,P,Therophyte
5675,R,Therophyte
5676,A,Therophyte
5676,M,Therophyte
5677,P,Therophyte
5678,R,Therophyte
5679,R,Therophyte
5680,P,Hemicryptophyte
5682,R,Therophyte
5683,W,Phanerophyte
5684,P,Phanerophyte
5684,W,Phanerophyte
5685,P,Phanerophyte
5685,W,Phanerophyte
5686,P,Phanerophyte
5686,W,Phanerophyte
5687,R,Hemicryptophyte
5688,R,Phanerophyte
5688,W,Phanerophyte
5689,W,Phanerophyte
5690,W,Phanerophyte
5691,W,Phanerophyte
5692,R,Phanerophyte
5692,W,Phanerophyte
5693,R,Phanerophyte
5693,W,Phanerophyte
5694,W,Phanerophyte
5695,G,Hemicryptophyte
5695,R,Hemicryptophyte
5696,G,Hemicryptophyte
5696,R,Hemicryptophyte
5697,G,Hemicryptophyte
5697,R,Hemicryptophyte
5698,A,Geophyte (Cryptophyte)
5698,H,Geophyte (Cryptophyte)
5698,R,Geophyte (Cryptophyte)
5699,A,Hemicryptophyte
5700,A,Hemicryptophyte
5700,H,Hemicryptophyte
5701,A,Geophyte (Cryptophyte)
5702,M,Therophyte
5702,P,Therophyte
5702,R,Therophyte
5703,M,Therophyte
5703,P,Therophyte
5703,R,Therophyte
5704,R,Therophyte
5705,R,Therophyte
5706,A,Hemicryptophyte
5707,A,Hemicryptophyte
5707,R,Hemicryptophyte
5708,A,Hemicryptophyte
5708,R,Hemicryptophyte
5709,A,Therophyte
5710,A,Therophyte
5711,A,Hemicryptophyte
5712,G,Hemicryptophyte
5712,R,Hemicryptophyte
5713,A,Therophyte
5714,A,Hemicryptophyte
5714,H,Hemicryptophyte
5715,G,Geophyte (Cryptophyte)
5716,A,Hemicryptophyte
5716,R,Hemicryptophyte
5717,R,Hemicryptophyte
5718,A,Hemicryptophyte
5718,R,Hemicryptophyte
5719,R,Hemicryptophyte
5720,A,Hemicryptophyte
5720,R,Hemicryptophyte
5722,R,Hemicryptophyte
5723,R,Hemicryptophyte
5724,R,Hemicryptophyte
5725,A,Hemicryptophyte
5725,M,Hemicryptophyte
5725,R,Hemicryptophyte
5726,A,Hemicryptophyte
5726,R,Hemicryptophyte
5727,R,Hemicryptophyte
5728,M,Hemicryptophyte
5728,R,Hemicryptophyte
5729,M,Hemicryptophyte
5729,R,Hemicryptophyte
5730,W,Hemicryptophyte
5731,G,Chamaephyte
5731,H,Chamaephyte
5732,R,Hemicryptophyte
5733,G,Hemicryptophyte
5733,R,Hemicryptophyte
5734,G,Geophyte (Cryptophyte)
5734,W,Geophyte (Cryptophyte)
5735,W,Geophyte (Cryptophyte)
5736,G,Geophyte (Cryptophyte)
5737,G,Geophyte (Cryptophyte)
5737,W,Geophyte (Cryptophyte)
5738,M,Therophyte
5739,M,Aquatic
5740,M,Aquatic
5744,C,Chamaephyte
5744,P,Chamaephyte
5744,R,Chamaephyte
5745,C,Chamaephyte
5745,P,Chamaephyte
5745,R,Chamaephyte
5746,C,Chamaephyte
5746,P,Chamaephyte
5747,C,Chamaephyte
5747,R,Chamaephyte
5748,C,Chamaephyte
5748,P,Chamaephyte
5749,A,Hemicryptophyte
5749,R,Hemicryptophyte
5750,A,Hemicryptophyte
5751,P,Therophyte
5751,R,Therophyte
5752,M,Therophyte
5753,A,Hemicryptophyte
5753,R,Hemicryptophyte
5754,H,Hemicryptophyte
5755,H,Hemicryptophyte
5756,A,Aquatic
5757,M,Chamaephyte
5758,M,Therophyte
5759,M,Therophyte
5760,M,Chamaephyte
5761,M,Therophyte
5762,A,Phanerophyte
5762,W,Phanerophyte
5763,A,Phanerophyte
5763,W,Phanerophyte
5764,W,Phanerophyte
5765,W,Phanerophyte
5766,A,Phanerophyte
5766,W,Phanerophyte
5767,A,Phanerophyte
5767,W,Phanerophyte
5768,A,Phanerophyte
5768,W,Phanerophyte
5769,A,Phanerophyte
5769,W,Phanerophyte
5770,A,Phanerophyte
5770,W,Phanerophyte
5771,A,Phanerophyte
5771,W,Phanerophyte
5772,A,Phanerophyte
5772,W,Phanerophyte
5773,M,Therophyte
5773,R,Therophyte
5774,M,Therophyte
5774,R,Therophyte
5775,G,Hemicryptophyte
5775,R,Hemicryptophyte
5775,W,Hemicryptophyte
5776,R,Hemicryptophyte
5777,G,Hemicryptophyte
5777,H,Hemicryptophyte
5777,R,Hemicryptophyte
5778,G,Hemicryptophyte
5779,G,Phanerophyte
5780,P,Phanerophyte
5781,W,Hemicryptophyte
5782,P,Hemicryptophyte
5783,G,Hemicryptophyte
5785,P,Phanerophyte
5786,P,Phanerophyte
5787,P,Phanerophyte
5788,G,Hemicryptophyte
5789,G,Hemicryptophyte
5790,G,Hemicryptophyte
5791,G,Hemicryptophyte
5791,W,Hemicryptophyte
5792,G,Hemicryptophyte
5792,W,Hemicryptophyte
5793,G,Hemicryptophyte
5794,W,Chamaephyte
5795,R,Hemicryptophyte
5796,R,Hemicryptophyte
5797,R,Hemicryptophyte
5798,P,Therophyte
5798,R,Therophyte
5799,A,Aquatic
5801,R,Phanerophyte
5801,W,Phanerophyte
5802,R,Phanerophyte
5802,W,Phanerophyte
5803,A,Hemicryptophyte
5803,C,Hemicryptophyte
5804,C,Hemicryptophyte
5805,G,Hemicryptophyte
5806,G,Hemicryptophyte
5807,G,Hemicryptophyte
5808,A,Hemicryptophyte
5809,R,Hemicryptophyte
5810,W,Hemicryptophyte
5812,G,Hemicryptophyte
5812,H,Hemicryptophyte
5813,G,Therophyte
5813,P,Therophyte
5815,G,Hemicryptophyte
5816,R,Hemicryptophyte
5817,G,Hemicryptophyte
5817,R,Hemicryptophyte
5818,P,Chamaephyte
5819,C,Chamaephyte
5819,H,Chamaephyte
5820,P,Chamaephyte
5821,C,Chamaephyte
5822,H,Chamaephyte
5823,C,Chamaephyte
5823,P,Chamaephyte
5824,G,Chamaephyte
5824,H,Chamaephyte
5825,G,Chamaephyte
5826,G,Chamaephyte
5826,H,Chamaephyte
5827,C,Chamaephyte
5827,H,Chamaephyte
5828,C,Chamaephyte
5828,H,Chamaephyte
5829,G,Chamaephyte
5830,H,Chamaephyte
5831,P,Chamaephyte
5832,C,Hemicryptophyte
5832,H,Hemicryptophyte
5833,C,Hemicryptophyte
5833,H,Hemicryptophyte
5834,H,Hemicryptophyte
5835,C,Hemicryptophyte
5835,H,Hemicryptophyte
5836,A,Hemicryptophyte
5837,G,Hemicryptophyte
5837,W,Hemicryptophyte
5838,G,Hemicryptophyte
5838,W,Hemicryptophyte
5839,G,Hemicryptophyte
5839,W,Hemicryptophyte
5840,C,Hemicryptophyte
5841,C,Hemicryptophyte
5842,C,Hemicryptophyte
5843,C,Hemicryptophyte
5844,C,Hemicryptophyte
5845,C,Hemicryptophyte
5846,H,Hemicryptophyte
5847,C,Therophyte
5848,C,Hemicryptophyte
5849,C,Chamaephyte
5849,H,Chamaephyte
5850,C,Hemicryptophyte
5850,H,Hemicryptophyte
5851,C,Chamaephyte
5851,H,Chamaephyte
5852,C,Hemicryptophyte
5852,W,Hemicryptophyte
5853,C,Hemicryptophyte
5853,W,Hemicryptophyte
5854,W,Hemicryptophyte
5855,C,Chamaephyte
5855,H,Chamaephyte
5856,C,Chamaephyte
5856,H,Chamaephyte
5857,C,Chamaephyte
5857,H,Chamaephyte
5858,C,Hemicryptophyte
5859,C,Hemicryptophyte
5859,H,Hemicryptophyte
5860,C,Chamaephyte
5860,H,Chamaephyte
5861,A,Hemicryptophyte
5862,A,Hemicryptophyte
5863,C,Hemicryptophyte
5864,C,Hemicryptophyte
5864,H,Hemicryptophyte
5865,C,Therophyte
5865,P,Therophyte
5865,R,Therophyte
5866,R,Hemicryptophyte
5867,H,Hemicryptophyte
5868,G,Hemicryptophyte
5868,H,Hemicryptophyte
5869,G,Hemicryptophyte
5869,H,Hemicryptophyte
5870,G,Hemicryptophyte
5870,H,Hemicryptophyte
5871,H,Hemicryptophyte
5872,H,Hemicryptophyte
5873,H,Hemicryptophyte
5874,G,Therophyte
5875,G,Hemicryptophyte
5876,G,Hemicryptophyte
5877,C,Hemicryptophyte
5878,P,Hemicryptophyte
5879,P,Hemicryptophyte
5879,W,Hemicryptophyte
5880,P,Therophyte
5880,R,Therophyte
5881,P,Therophyte
5882,P,Therophyte
5883,P,Therophyte
5884,R,Therophyte
5885,H,Therophyte
5886,H,Therophyte
5886,P,Therophyte
5886,R,Therophyte
5887,R,Therophyte
5888,R,Therophyte
5889,M,Therophyte
5891,R,Therophyte
5892,P,Therophyte
5892,R,Therophyte
5893,A,Geophyte (Cryptophyte)
5894,A,Geophyte (Cryptophyte)
5895,A,Hemicryptophyte
5895,R,Hemicryptophyte
5896,A,Therophyte
5897,A,Geophyte (Cryptophyte)
5898,A,Hemicryptophyte
5899,R,Geophyte (Cryptophyte)
5900,P,Geophyte (Cryptophyte)
5900,W,Geophyte (Cryptophyte)
5901,H,Geophyte (Cryptophyte)
5901,W,Geophyte (Cryptophyte)
5902,H,Geophyte (Cryptophyte)
5902,W,Geophyte (Cryptophyte)
5903,H,Geophyte (Cryptophyte)
5903,W,Geophyte (Cryptophyte)
5904,H,Geophyte (Cryptophyte)
5904,W,Geophyte (Cryptophyte)
5905,A,Geophyte (Cryptophyte)
5906,A,Geophyte (Cryptophyte)
5907,G,Therophyte
5907,R,Therophyte
5908,R,Therophyte
5909,G,Therophyte
5910,G,Hemicryptophyte
5910,H,Hemicryptophyte
5910,R,Hemicryptophyte
5911,G,Hemicryptophyte
5911,R,Hemicryptophyte
5912,G,Hemicryptophyte
5912,H,Hemicryptophyte
5913,G,Hemicryptophyte
5915,R,Therophyte
5916,R,Hemicryptophyte
5917,R,Hemicryptophyte
5918,R,Therophyte
5919,P,Therophyte
5920,P,Therophyte
5921,C,Hemicryptophyte
5921,M,Hemicryptophyte
5921,R,Hemicryptophyte
5922,H,Hemicryptophyte
5923,C,Hemicryptophyte
5923,P,Hemicryptophyte
5924,P,Hemicryptophyte
5924,R,Hemicryptophyte
5925,G,Hemicryptophyte
5925,H,Hemicryptophyte
5926,P,Hemicryptophyte
5926,R,Hemicryptophyte
5927,G,Hemicryptophyte
5927,H,Hemicryptophyte
5928,P,Hemicryptophyte
5929,G,Hemicryptophyte
5929,R,Hemicryptophyte
5930,G,Geophyte (Cryptophyte)
5930,H,Geophyte (Cryptophyte)
5931,H,Geophyte (Cryptophyte)
5932,G,Hemicryptophyte
5934,C,Hemicryptophyte
5935,G,Hemicryptophyte
5936,G,Hemicryptophyte
5937,A,Hemicryptophyte
5938,G,Geophyte (Cryptophyte)
5938,W,Geophyte (Cryptophyte)
5939,R,Hemicryptophyte
5940,G,Hemicryptophyte
5940,H,Hemicryptophyte
5940,R,Hemicryptophyte
5941,G,Hemicryptophyte
5941,R,Hemicryptophyte
5942,G,Hemicryptophyte
5942,H,Hemicryptophyte
5943,P,Hemicryptophyte
5943,R,Hemicryptophyte
5944,C,Hemicryptophyte
5945,G,Hemicryptophyte
5945,H,Hemicryptophyte
5946,H,Hemicryptophyte
5946,P,Hemicryptophyte
5947,A,Hemicryptophyte
5948,H,Hemicryptophyte
5949,W,Hemicryptophyte
5950,C,Therophyte
5950,R,Therophyte
5951,C,Chamaephyte
5952,G,Hemicryptophyte
5952,W,Hemicryptophyte
5953,G,Hemicryptophyte
5954,A,Hemicryptophyte
5955,G,Hemicryptophyte
5955,P,Hemicryptophyte
5955,W,Hemicryptophyte
5956,W,Hemicryptophyte
5957,G,Hemicryptophyte
5957,W,Hemicryptophyte
5958,G,Hemicryptophyte
5958,P,Hemicryptophyte
5958,W,Hemicryptophyte
5959,H,Hemicryptophyte
5960,W,Hemicryptophyte
5961,P,Hemicryptophyte
5961,W,Hemicryptophyte
5962,W,Hemicryptophyte
5963,A,Hemicryptophyte
5964,C,Hemicryptophyte
5965,A,Hemicryptophyte
5966,H,Hemicryptophyte
5967,G,Hemicryptophyte
5967,H,Hemicryptophyte
5968,H,Hemicryptophyte
5969,G,Hemicryptophyte
5970,C,Hemicryptophyte
5970,G,Hemicryptophyte
5970,H,Hemicryptophyte
5970,W,Hemicryptophyte
5971,C,Hemicryptophyte
5971,G,Hemicryptophyte
5971,H,Hemicryptophyte
5972,C,Hemicryptophyte
5973,C,Hemicryptophyte
5973,W,Hemicryptophyte
5974,C,Hemicryptophyte
5975,W,Hemicryptophyte
5976,H,Hemicryptophyte
5976,P,Hemicryptophyte
5977,G,Hemicryptophyte
5978,H,Hemicryptophyte
5979,C,Hemicryptophyte
5980,W,Hemicryptophyte
5981,G,Therophyte
5982,G,Therophyte
5983,P,Therophyte
5983,R,Therophyte
5984,P,Therophyte
5985,W,Hemicryptophyte
5986,C,Hemicryptophyte
5987,P,Therophyte
5987,W,Therophyte
5988,P,Therophyte
5988,R,Therophyte
5989,G,Hemicryptophyte
5989,W,Hemicryptophyte
5990,G,Chamaephyte
5990,H,Chamaephyte
5991,G,Therophyte
5992,C,Chamaephyte
5992,G,Chamaephyte
5993,H,Hemicryptophyte
5994,H,Hemicryptophyte
5998,H,Hemicryptophyte
5999,H,Therophyte
6000,P,Therophyte
6001,C,Therophyte
6001,W,Therophyte
6002,P,Therophyte
6004,C,Hemicryptophyte
6004,H,Hemicryptophyte
6005,C,Hemicryptophyte
6006,C,Hemicryptophyte
6007,C,Hemicryptophyte
6008,C,Hemicryptophyte
6009,C,Hemicryptophyte
6010,C,Hemicryptophyte
6011,C,Hemicryptophyte
6012,C,Hemicryptophyte
6013,C,Hemicryptophyte
6013,H,Hemicryptophyte
6016,C,Therophyte
6016,P,Therophyte
6017,H,Chamaephyte
6018,H,Chamaephyte
6019,C,Hemicryptophyte
6019,G,Hemicryptophyte
6020,C,Therophyte
6020,P,Therophyte
6021,P,Therophyte
6022,P,Therophyte
6023,P,Chamaephyte
6024,C,Hemicryptophyte
6025,C,Chamaephyte
6025,H,Chamaephyte
6026,C,Geophyte (Cryptophyte)
6026,W,Geophyte (Cryptophyte)
6027,C,Hemicryptophyte
6027,G,Hemicryptophyte
6027,H,Hemicryptophyte
6028,C,Hemicryptophyte
6028,P,Hemicryptophyte
6028,W,Hemicryptophyte
6029,A,Hemicryptophyte
6030,W,Hemicryptophyte
6031,G,Chamaephyte
6031,H,Chamaephyte
6032,C,Chamaephyte
6032,H,Chamaephyte
6033,C,Chamaephyte
6033,H,Chamaephyte
6034,H,Chamaephyte
6035,C,Chamaephyte
6035,H,Chamaephyte
6036,C,Chamaephyte
6036,G,Chamaephyte
6036,H,Chamaephyte
6037,R,Phanerophyte
6038,H,Hemicryptophyte
6039,G,Hemicryptophyte
6040,H,Hemicryptophyte
6041,A,Hemicryptophyte
6041,W,Hemicryptophyte
6042,R,Hemicryptophyte
6043,M,Therophyte
6043,R,Therophyte
6044,G,Hemicryptophyte
6044,R,Hemicryptophyte
6045,G,Hemicryptophyte
6046,W,Hemicryptophyte
6047,W,Hemicryptophyte
6048,A,Hemicryptophyte
6048,W,Hemicryptophyte
6049,H,Hemicryptophyte
6049,R,Hemicryptophyte
6050,H,Hemicryptophyte
6051,R,Therophyte
6053,H,Hemicryptophyte
6053,R,Hemicryptophyte
6054,R,Therophyte
6055,H,Therophyte
6055,R,Therophyte
6056,R,Therophyte
6057,P,Geophyte (Cryptophyte)
6058,P,Geophyte (Cryptophyte)
6059,P,Geophyte (Cryptophyte)
6060,A,Geophyte (Cryptophyte)
6060,P,Geophyte (Cryptophyte)
6061,P,Geophyte (Cryptophyte)
6062,P,Geophyte (Cryptophyte)
6063,P,Geophyte (Cryptophyte)
6064,P,Geophyte (Cryptophyte)
6065,A,Geophyte (Cryptophyte)
6065,P,Geophyte (Cryptophyte)
6066,P,Geophyte (Cryptophyte)
6067,P,Geophyte (Cryptophyte)
6067,W,Geophyte (Cryptophyte)
6070,P,Hemicryptophyte
6070,M,Hemicryptophyte
6071,C,Hemicryptophyte
6071,H,Hemicryptophyte
6072,C,Chamaephyte
6073,G,Hemicryptophyte
6073,H,Hemicryptophyte
6074,G,Hemicryptophyte
6075,H,Hemicryptophyte
6076,C,Hemicryptophyte
6077,G,Hemicryptophyte
6078,C,Hemicryptophyte
6078,G,Hemicryptophyte
6079,G,Hemicryptophyte
6080,C,Hemicryptophyte
6081,G,Hemicryptophyte
6082,C,Hemicryptophyte
6083,W,Hemicryptophyte
6084,H,Hemicryptophyte
6085,W,Hemicryptophyte
6086,H,Hemicryptophyte
6087,C,Hemicryptophyte
6088,H,Hemicryptophyte
6089,G,Hemicryptophyte
6089,H,Hemicryptophyte
6089,W,Hemicryptophyte
6090,G,Hemicryptophyte
6091,H,Hemicryptophyte
6092,H,Hemicryptophyte
6093,R,Therophyte
6094,R,Therophyte
6096,R,Therophyte
6097,R,Therophyte
6098,R,Therophyte
6099,R,Therophyte
6100,P,Therophyte
6100,R,Therophyte
6101,H,Chamaephyte
6102,A,Hemicryptophyte
6103,R,Therophyte
6103,A,Therophyte
6104,C,Hemicryptophyte
6104,P,Hemicryptophyte
6105,G,Hemicryptophyte
6106,H,Hemicryptophyte
6107,H,Hemicryptophyte
6108,H,Hemicryptophyte
6109,P,Therophyte
6110,G,Hemicryptophyte
6110,H,Hemicryptophyte
6111,P,Therophyte
6111,R,Therophyte
6112,G,Therophyte
6112,R,Therophyte
6113,G,Therophyte
6113,R,Therophyte
6114,G,Therophyte
6114,R,Therophyte
6115,G,Hemicryptophyte
6115,H,Hemicryptophyte
6116,H,Hemicryptophyte
6117,G,Therophyte
6117,R,Therophyte
6118,C,Hemicryptophyte
6118,G,Hemicryptophyte
6118,H,Hemicryptophyte
6119,C,Hemicryptophyte
6119,G,Hemicryptophyte
6120,H,Hemicryptophyte
6121,H,Hemicryptophyte
6122,P,Hemicryptophyte
6123,C,Chamaephyte
6124,M,Therophyte
6125,P,Therophyte
6126,M,Therophyte
6127,M,Therophyte
6128,M,Therophyte
6129,C,Chamaephyte
6129,H,Chamaephyte
6130,P,Therophyte
6131,C,Hemicryptophyte
6131,H,Hemicryptophyte
6132,A,Hemicryptophyte
6133,C,Therophyte
6133,H,Therophyte
6134,P,Therophyte
6134,R,Therophyte
6135,R,Therophyte
6136,G,Hemicryptophyte
6136,P,Hemicryptophyte
6137,P,Hemicryptophyte
6138,G,Hemicryptophyte
6139,H,Hemicryptophyte
6143,G,Therophyte
6144,H,Hemicryptophyte
6145,H,Hemicryptophyte
6146,M,Therophyte
6146,P,Therophyte
6147,C,Chamaephyte
6148,C,Chamaephyte
6149,G,Therophyte
6149,R,Therophyte
6150,R,Therophyte
6151,P,Therophyte
6151,R,Therophyte
6152,G,Hemicryptophyte
6152,W,Hemicryptophyte
6153,P,Therophyte
6154,C,Hemicryptophyte
6154,P,Hemicryptophyte
6155,G,Hemicryptophyte
6155,H,Hemicryptophyte
6156,P,Therophyte
6156,R,Therophyte
6157,C,Hemicryptophyte
6158,M,Therophyte
6158,P,Therophyte
6159,C,Hemicryptophyte
6160,P,Therophyte
6160,W,Therophyte
6161,A,Therophyte
6161,M,Therophyte
6162,G,Hemicryptophyte
6163,C,Hemicryptophyte
6163,M,Hemicryptophyte
6163,P,Hemicryptophyte
6164,P,Hemicryptophyte
6165,C,Hemicryptophyte
6165,M,Hemicryptophyte
6166,G,Hemicryptophyte
6166,H,Hemicryptophyte
6167,G,Hemicryptophyte
6168,C,Chamaephyte
6168,G,Chamaephyte
6169,C,Chamaephyte
6170,G,Chamaephyte
6171,C,Chamaephyte
6172,A,Hemicryptophyte
6173,G,Therophyte
6174,C,Chamaephyte
6175,R,Therophyte
6176,P,Therophyte
6176,R,Therophyte
6177,P,Therophyte
6177,R,Therophyte
6178,C,Hemicryptophyte
6178,G,Hemicryptophyte
6179,C,Hemicryptophyte
6180,C,Hemicryptophyte
6181,C,Hemicryptophyte
6182,G,Hemicryptophyte
6184,G,Therophyte
6184,P,Therophyte
6185,M,Hemicryptophyte
6186,G,Therophyte
6186,H,Therophyte
6187,W,Hemicryptophyte
6188,M,Therophyte
6189,P,Therophyte
6190,C,Therophyte
6190,P,Therophyte
6191,P,Therophyte
6192,C,Therophyte
6192,P,Therophyte
6193,C,Therophyte
6193,P,Therophyte
6194,P,Therophyte
6195,P,Hemicryptophyte
6196,G,Hemicryptophyte
6196,W,Hemicryptophyte
6197,W,Hemicryptophyte
6198,G,Hemicryptophyte
6198,W,Hemicryptophyte
6199,P,Hemicryptophyte
6200,G,Hemicryptophyte
6200,R,Hemicryptophyte
6201,P,Hemicryptophyte
6202,C,Hemicryptophyte
6204,G,Therophyte
6205,M,Therophyte
6205,P,Therophyte
6206,G,Hemicryptophyte
6206,H,Hemicryptophyte
6207,C,Hemicryptophyte
6207,H,Hemicryptophyte
6207,W,Hemicryptophyte
6208,C,Hemicryptophyte
6208,H,Hemicryptophyte
6208,W,Hemicryptophyte
6209,H,Hemicryptophyte
6209,W,Hemicryptophyte
6210,R,Therophyte
6211,C,Hemicryptophyte
6211,W,Hemicryptophyte
6212,R,Therophyte
6213,P,Therophyte
6213,R,Therophyte
6214,P,Hemicryptophyte
6214,R,Hemicryptophyte
6215,G,Hemicryptophyte
6215,P,Hemicryptophyte
6216,G,Hemicryptophyte
6217,P,Hemicryptophyte
6218,P,Hemicryptophyte
6219,G,Hemicryptophyte
6220,C,Hemicryptophyte
6220,H,Hemicryptophyte
6221,G,Hemicryptophyte
6222,P,Chamaephyte
6222,R,Chamaephyte
6223,G,Hemicryptophyte
6224,C,Hemicryptophyte
6224,H,Hemicryptophyte
6225,C,Hemicryptophyte
6225,H,Hemicryptophyte
6226,C,Hemicryptophyte
6226,H,Hemicryptophyte
6227,C,Hemicryptophyte
6227,H,Hemicryptophyte
6228,C,Hemicryptophyte
6228,H,Hemicryptophyte
6229,C,Hemicryptophyte
6230,R,Therophyte
6231,P,Therophyte
6232,P,Hemicryptophyte
6233,P,Hemicryptophyte
6234,P,Hemicryptophyte
6235,M,Hemicryptophyte
6236,G,Hemicryptophyte
6236,H,Hemicryptophyte
6237,P,Therophyte
6238,G,Therophyte
6238,R,Therophyte
6239,G,Hemicryptophyte
6239,H,Hemicryptophyte
6240,G,Hemicryptophyte
6240,H,Hemicryptophyte
6241,H,Hemicryptophyte
6242,P,Therophyte
6243,C,Therophyte
6243,P,Therophyte
6244,P,Hemicryptophyte
6245,M,Therophyte
6245,P,Therophyte
6246,H,Hemicryptophyte
6248,M,Therophyte
6249,M,Therophyte
6250,M,Therophyte
6251,M,Therophyte
6252,G,Hemicryptophyte
6253,G,Hemicryptophyte
6254,P,Hemicryptophyte
6255,G,Chamaephyte
6255,R,Chamaephyte
6256,G,Chamaephyte
6257,C,Chamaephyte
6257,P,Chamaephyte
6258,G,Therophyte
6259,G,Therophyte
6259,P,Therophyte
6259,R,Therophyte
6260,A,Hemicryptophyte
6261,M,Hemicryptophyte
6263,C,Hemicryptophyte
6263,H,Hemicryptophyte
6264,G,Therophyte
6264,P,Therophyte
6264,R,Therophyte
6265,P,Therophyte
6266,G,Hemicryptophyte
6266,P,Hemicryptophyte
6267,C,Hemicryptophyte
6267,P,Hemicryptophyte
6268,H,Hemicryptophyte
6269,W,Hemicryptophyte
6271,G,Hemicryptophyte
6271,W,Hemicryptophyte
6272,R,Hemicryptophyte
6273,C,Hemicryptophyte
6274,H,Hemicryptophyte
6275,C,Chamaephyte
6276,G,Hemicryptophyte
6278,R,Therophyte
6279,R,Therophyte
6280,R,Therophyte
6281,R,Therophyte
6282,R,Therophyte
6283,R,Hemicryptophyte
6284,R,Therophyte
6285,R,Therophyte
6286,R,Therophyte
6287,R,Therophyte
6288,R,Therophyte
6289,R,Therophyte
6290,R,Geophyte (Cryptophyte)
6291,A,Hemicryptophyte
6292,R,Hemicryptophyte
